incident_id,created_date,resolved_date,priority,category,assigned_team,sla_breached,reopen_count,resolution_minutes
2363,2024-03-13 00:15:00,2024-03-13 00:33:00,Medium,Application,App_Team,0,0,18
2364,2024-02-29 04:32:00,2024-02-29 07:09:00,Medium,Application,App_Team,1,0,157
2365,2024-05-15 21:09:00,2024-05-16 01:12:00,Medium,Database,Security_Team,1,0,243
2366,2024-06-11 05:20:00,2024-06-11 07:53:00,Low,Application,Infra_Team,0,0,153
2367,2024-03-04 22:57:00,2024-03-06 19:10:00,Low,Application,Infra_Team,1,0,2653
2368,2024-03-30 18:46:00,2024-03-30 22:17:00,Medium,Application,Infra_Team,1,0,211
2369,2024-03-22 18:38:00,2024-03-23 19:12:00,Medium,Application,Security_Team,1,0,1474
2370,2024-04-28 19:15:00,2024-04-29 02:06:00,Medium,Application,Infra_Team,1,0,411
2371,2024-05-07 10:58:00,2024-05-07 22:11:00,Low,Network,Infra_Team,1,0,673
2372,2024-05-30 11:31:00,2024-05-30 18:17:00,Medium,Access,Support_Team,1,0,406
2373,2024-03-27 23:48:00,2024-03-28 10:40:00,Low,Application,Infra_Team,1,0,652
2374,2024-04-25 04:00:00,2024-04-25 05:25:00,Medium,Security,Infra_Team,1,1,85
2375,2024-04-25 17:06:00,2024-04-26 04:14:00,Medium,Network,Security_Team,1,0,668
2376,2024-04-17 07:02:00,2024-04-17 09:58:00,Low,Database,App_Team,0,0,176
2377,2024-05-16 08:50:00,2024-05-17 03:13:00,Medium,Application,DB_Team,1,0,1103
2378,2024-03-18 05:32:00,2024-03-18 08:11:00,Low,Security,Infra_Team,0,0,159
2379,2024-04-24 04:30:00,2024-04-24 16:07:00,Low,Network,Support_Team,1,0,697
2380,2024-05-18 14:21:00,2024-05-18 15:57:00,Low,Access,Infra_Team,0,0,96
2381,2024-04-03 17:22:00,2024-04-03 19:00:00,Medium,Application,Infra_Team,1,0,98
2382,2024-05-08 09:08:00,2024-05-08 12:18:00,Medium,Application,Support_Team,1,0,190
2383,2024-06-21 17:21:00,2024-06-21 20:17:00,Low,Application,Security_Team,0,0,176
2384,2024-04-04 13:18:00,2024-04-04 19:14:00,Low,Network,App_Team,0,3,356
2385,2024-04-20 04:35:00,2024-04-20 04:43:00,High,Application,DB_Team,0,0,8
2386,2024-04-24 07:16:00,2024-04-24 10:59:00,Low,Security,App_Team,0,0,223
2387,2024-05-19 16:24:00,2024-05-20 01:25:00,Medium,Network,Security_Team,1,1,541
2388,2024-05-16 08:51:00,2024-05-16 14:11:00,Low,Application,Support_Team,0,0,320
2389,2024-04-23 10:04:00,2024-04-23 14:34:00,Low,Security,Support_Team,0,0,270
2390,2024-06-25 22:42:00,2024-06-26 05:57:00,Medium,Application,Support_Team,1,0,435
2391,2024-03-22 11:21:00,2024-03-22 17:39:00,Low,Access,Support_Team,0,0,378
2392,2024-06-14 06:55:00,2024-06-14 21:06:00,Low,Application,Support_Team,1,1,851
2393,2024-06-18 12:21:00,2024-06-19 08:22:00,Low,Application,App_Team,1,0,1201
2394,2024-03-20 04:10:00,2024-03-20 11:15:00,Low,Access,App_Team,0,0,425
2395,2024-01-23 14:11:00,2024-01-24 04:21:00,Low,Application,Security_Team,1,1,850
2396,2024-06-14 17:26:00,2024-06-15 06:27:00,Low,Application,DB_Team,1,0,781
2397,2024-04-12 03:35:00,2024-04-12 18:22:00,Medium,Database,Infra_Team,1,0,887
2398,2024-05-30 19:40:00,2024-05-31 12:23:00,Low,Application,Security_Team,1,0,1003
2399,2024-01-15 23:16:00,2024-01-16 03:07:00,Low,Application,App_Team,0,0,231
2400,2024-01-04 01:18:00,2024-01-04 03:44:00,Medium,Network,Infra_Team,1,0,146
2401,2024-05-11 20:16:00,2024-05-12 09:27:00,Medium,Access,Security_Team,1,0,791
2402,2024-01-31 04:00:00,2024-01-31 09:59:00,Medium,Application,App_Team,1,0,359
2403,2024-04-19 14:29:00,2024-04-19 14:35:00,High,Application,App_Team,0,0,6
2404,2024-04-01 08:07:00,2024-04-01 09:28:00,High,Access,App_Team,1,0,81
2405,2024-05-02 19:20:00,2024-05-02 21:44:00,Low,Network,Support_Team,0,0,144
2406,2024-02-02 09:52:00,2024-02-02 14:32:00,Low,Database,DB_Team,0,0,280
2407,2024-05-14 18:32:00,2024-05-15 02:00:00,Low,Security,App_Team,0,0,448
2408,2024-04-27 13:40:00,2024-04-28 21:11:00,Low,Database,Security_Team,1,1,1891
2409,2024-06-10 05:53:00,2024-06-10 06:33:00,Medium,Database,Infra_Team,0,1,40
2410,2024-01-15 14:52:00,2024-01-15 17:47:00,High,Database,Infra_Team,1,0,175
2411,2024-01-30 07:14:00,2024-01-30 13:25:00,Medium,Application,Security_Team,1,1,371
2412,2024-05-14 19:24:00,2024-05-15 07:52:00,Low,Application,DB_Team,1,0,748
2413,2024-06-05 04:24:00,2024-06-05 13:25:00,Low,Network,Infra_Team,0,0,541
2414,2024-05-17 06:52:00,2024-05-17 08:54:00,High,Application,App_Team,1,0,122
2415,2024-03-03 11:45:00,2024-03-03 15:10:00,Medium,Application,Infra_Team,1,0,205
2416,2024-02-23 07:55:00,2024-02-23 17:22:00,Low,Access,App_Team,0,0,567
2417,2024-04-10 23:38:00,2024-04-11 06:41:00,Medium,Network,Support_Team,1,1,423
2418,2024-01-30 18:49:00,2024-01-30 19:02:00,High,Application,App_Team,0,0,13
2419,2024-03-13 20:59:00,2024-03-14 22:08:00,Low,Database,Support_Team,1,0,1509
2420,2024-02-21 05:06:00,2024-02-21 08:52:00,Medium,Application,DB_Team,1,0,226
2421,2024-05-28 12:16:00,2024-05-29 00:50:00,Low,Application,Infra_Team,1,1,754
2422,2024-01-10 03:30:00,2024-01-10 15:18:00,Low,Network,Infra_Team,1,0,708
2423,2024-01-26 22:54:00,2024-01-26 23:08:00,High,Network,DB_Team,0,0,14
2424,2024-04-30 01:43:00,2024-04-30 05:17:00,Low,Database,Support_Team,0,0,214
2425,2024-06-16 02:03:00,2024-06-16 03:51:00,Medium,Application,Support_Team,1,0,108
2426,2024-05-31 06:45:00,2024-06-01 17:07:00,Low,Application,Support_Team,1,0,2062
2427,2024-05-01 03:31:00,2024-05-02 01:08:00,Low,Application,DB_Team,1,0,1297
2428,2024-04-16 05:12:00,2024-04-16 06:37:00,Low,Application,Security_Team,0,0,85
2429,2024-05-09 15:56:00,2024-05-09 16:34:00,High,Access,Infra_Team,1,0,38
2430,2024-04-08 05:13:00,2024-04-08 10:13:00,Low,Application,Security_Team,0,1,300
2431,2024-05-03 20:08:00,2024-05-03 22:05:00,Medium,Network,Support_Team,1,1,117
2432,2024-06-10 02:58:00,2024-06-10 10:07:00,Medium,Security,App_Team,1,0,429
2433,2024-05-03 02:32:00,2024-05-04 00:15:00,Low,Database,Security_Team,1,2,1303
2434,2024-06-06 11:41:00,2024-06-06 15:08:00,High,Application,Security_Team,1,0,207
2435,2024-04-22 07:57:00,2024-04-22 20:27:00,Low,Application,Security_Team,1,0,750
2436,2024-06-24 16:48:00,2024-06-25 05:24:00,Low,Application,Support_Team,1,2,756
2437,2024-01-21 16:23:00,2024-01-21 16:52:00,Low,Network,DB_Team,0,0,29
2438,2024-05-24 00:27:00,2024-05-24 10:57:00,Medium,Application,App_Team,1,0,630
2439,2024-02-13 12:35:00,2024-02-13 19:57:00,Low,Security,Security_Team,0,0,442
2440,2024-05-26 04:42:00,2024-05-26 11:22:00,Low,Network,Infra_Team,0,0,400
2441,2024-02-09 03:00:00,2024-02-10 10:39:00,Low,Application,Support_Team,1,0,1899
2442,2024-01-25 18:34:00,2024-01-25 19:18:00,High,Application,DB_Team,1,0,44
2443,2024-06-10 22:49:00,2024-06-10 23:38:00,Low,Application,App_Team,0,1,49
2444,2024-04-21 03:31:00,2024-04-21 04:48:00,High,Application,Support_Team,1,0,77
2445,2024-05-25 23:59:00,2024-05-26 13:45:00,Low,Application,App_Team,1,0,826
2446,2024-06-12 02:18:00,2024-06-12 17:22:00,Low,Application,DB_Team,1,0,904
2447,2024-03-19 11:22:00,2024-03-19 15:55:00,Low,Access,Support_Team,0,0,273
2448,2024-03-13 10:58:00,2024-03-13 17:21:00,Medium,Database,Security_Team,1,0,383
2449,2024-04-23 04:51:00,2024-04-23 15:46:00,Low,Application,Support_Team,1,2,655
2450,2024-06-14 16:10:00,2024-06-14 23:32:00,Low,Application,App_Team,0,0,442
2451,2024-03-10 00:05:00,2024-03-10 06:44:00,Medium,Database,App_Team,1,1,399
2452,2024-01-10 05:37:00,2024-01-10 12:10:00,Low,Application,Infra_Team,0,1,393
2453,2024-06-28 05:32:00,2024-06-28 08:52:00,Low,Application,App_Team,0,0,200
2454,2024-03-24 04:53:00,2024-03-24 07:26:00,Low,Application,DB_Team,0,0,153
2455,2024-04-17 02:58:00,2024-04-17 17:29:00,Medium,Security,DB_Team,1,1,871
2456,2024-02-20 09:03:00,2024-02-20 09:38:00,Low,Access,Security_Team,0,1,35
2457,2024-04-22 15:29:00,2024-04-22 17:59:00,Medium,Access,Infra_Team,1,0,150
2458,2024-06-23 16:10:00,2024-06-23 17:18:00,Low,Application,Infra_Team,0,1,68
2459,2024-01-01 12:01:00,2024-01-01 14:29:00,Low,Access,Support_Team,0,0,148
2460,2024-05-14 21:25:00,2024-05-14 22:38:00,Medium,Application,Support_Team,1,0,73
2461,2024-01-14 10:42:00,2024-01-14 16:01:00,Medium,Application,Security_Team,1,1,319
2462,2024-01-04 11:05:00,2024-01-04 11:41:00,Low,Network,Security_Team,0,0,36
2463,2024-01-03 05:52:00,2024-01-03 16:08:00,Medium,Access,DB_Team,1,0,616
2464,2024-03-19 20:36:00,2024-03-20 01:45:00,Low,Application,DB_Team,0,0,309
2465,2024-03-04 11:03:00,2024-03-04 14:53:00,Low,Security,Infra_Team,0,0,230
2466,2024-04-03 08:28:00,2024-04-04 00:24:00,Low,Application,DB_Team,1,0,956
2467,2024-02-24 18:58:00,2024-02-25 05:23:00,Low,Application,Support_Team,1,1,625
2468,2024-02-06 18:19:00,2024-02-06 21:04:00,Low,Application,Security_Team,0,0,165
2469,2024-06-16 09:09:00,2024-06-16 09:25:00,High,Application,Infra_Team,1,0,16
2470,2024-05-13 00:52:00,2024-05-13 07:37:00,Medium,Network,App_Team,1,2,405
2471,2024-05-12 05:05:00,2024-05-12 06:18:00,Medium,Database,Support_Team,1,0,73
2472,2024-02-11 18:18:00,2024-02-12 04:21:00,Medium,Application,DB_Team,1,0,603
2473,2024-04-20 12:05:00,2024-04-20 17:51:00,Medium,Application,Support_Team,1,1,346
2474,2024-03-19 18:27:00,2024-03-20 05:14:00,Medium,Database,App_Team,1,0,647
2475,2024-04-17 08:56:00,2024-04-18 01:27:00,Low,Application,Security_Team,1,1,991
2476,2024-06-15 08:17:00,2024-06-15 14:25:00,Medium,Security,Support_Team,1,0,368
2477,2024-01-22 00:23:00,2024-01-23 14:24:00,Low,Application,App_Team,1,0,2281
2478,2024-02-01 16:51:00,2024-02-01 22:03:00,Medium,Network,Security_Team,1,0,312
2479,2024-05-22 23:27:00,2024-05-23 14:23:00,Low,Application,Security_Team,1,0,896
2480,2024-01-08 06:20:00,2024-01-08 09:33:00,Low,Application,DB_Team,0,0,193
2481,2024-06-08 20:34:00,2024-06-09 01:29:00,High,Network,Security_Team,1,0,295
2482,2024-05-01 09:45:00,2024-05-01 11:37:00,Low,Application,Infra_Team,0,1,112
2483,2024-03-31 09:05:00,2024-03-31 23:39:00,Medium,Application,Infra_Team,1,0,874
2484,2024-06-09 08:20:00,2024-06-09 20:47:00,Low,Security,DB_Team,1,0,747
2485,2024-02-19 09:36:00,2024-02-19 11:38:00,Low,Application,App_Team,0,0,122
2486,2024-03-21 01:47:00,2024-03-21 12:35:00,Low,Security,Infra_Team,1,1,648
2487,2024-02-26 21:59:00,2024-02-27 05:06:00,Low,Access,Infra_Team,0,0,427
2488,2024-04-29 11:46:00,2024-05-01 13:27:00,Low,Application,Support_Team,1,0,2981
2489,2024-02-01 21:46:00,2024-02-02 01:57:00,Low,Security,DB_Team,0,0,251
2490,2024-01-04 02:31:00,2024-01-04 12:29:00,Low,Application,Security_Team,0,0,598
2491,2024-03-28 17:53:00,2024-03-29 23:30:00,Low,Access,Infra_Team,1,0,1777
2492,2024-01-03 06:57:00,2024-01-03 11:28:00,High,Network,Infra_Team,1,0,271
2493,2024-05-13 10:28:00,2024-05-13 12:36:00,High,Application,Security_Team,1,1,128
2494,2024-01-23 10:10:00,2024-01-24 06:52:00,Medium,Database,Infra_Team,1,0,1242
2495,2024-05-23 04:20:00,2024-05-23 21:48:00,Medium,Security,DB_Team,1,0,1048
2496,2024-04-17 23:46:00,2024-04-18 04:04:00,Low,Application,Support_Team,0,0,258
2497,2024-01-09 18:14:00,2024-01-09 22:34:00,Low,Security,Infra_Team,0,0,260
2498,2024-05-14 08:21:00,2024-05-14 09:16:00,Medium,Database,Infra_Team,0,0,55
2499,2024-02-18 18:50:00,2024-02-19 01:25:00,Low,Application,Security_Team,0,1,395
2500,2024-06-18 11:10:00,2024-06-18 12:50:00,Low,Application,Security_Team,0,0,100
2501,2024-03-09 11:36:00,2024-03-09 12:02:00,High,Network,DB_Team,1,0,26
2502,2024-06-18 15:04:00,2024-06-18 17:15:00,Low,Network,DB_Team,0,2,131
2503,2024-03-24 10:48:00,2024-03-24 12:55:00,High,Network,DB_Team,1,0,127
2504,2024-06-26 20:17:00,2024-06-27 09:50:00,Low,Application,App_Team,1,0,813
2505,2024-05-28 17:57:00,2024-05-29 05:50:00,Low,Application,DB_Team,1,0,713
2506,2024-01-19 18:39:00,2024-01-19 19:07:00,Low,Network,Security_Team,0,0,28
2507,2024-05-27 06:25:00,2024-05-27 19:42:00,Medium,Application,Support_Team,1,0,797
2508,2024-05-27 19:58:00,2024-05-28 06:41:00,Medium,Application,Infra_Team,1,1,643
2509,2024-04-30 04:49:00,2024-04-30 18:56:00,Low,Database,DB_Team,1,0,847
2510,2024-06-05 01:59:00,2024-06-07 00:54:00,Low,Application,App_Team,1,1,2815
2511,2024-04-26 03:07:00,2024-04-26 04:47:00,Medium,Access,Support_Team,1,1,100
2512,2024-03-09 08:20:00,2024-03-09 17:26:00,Medium,Application,Support_Team,1,1,546
2513,2024-06-10 20:37:00,2024-06-11 08:34:00,Low,Network,Support_Team,1,0,717
2514,2024-04-30 10:41:00,2024-04-30 17:35:00,Low,Application,App_Team,0,0,414
2515,2024-02-25 03:43:00,2024-02-25 20:56:00,Low,Application,Security_Team,1,2,1033
2516,2024-06-01 03:38:00,2024-06-02 04:33:00,Low,Access,Support_Team,1,0,1495
2517,2024-05-18 07:18:00,2024-05-18 10:47:00,Low,Application,DB_Team,0,0,209
2518,2024-02-13 20:43:00,2024-02-14 00:27:00,Low,Network,Security_Team,0,1,224
2519,2024-01-20 14:32:00,2024-01-20 22:11:00,Medium,Security,DB_Team,1,0,459
2520,2024-05-16 20:06:00,2024-05-17 11:20:00,Low,Application,Support_Team,1,0,914
2521,2024-04-02 15:03:00,2024-04-02 17:52:00,Medium,Application,Support_Team,1,0,169
2522,2024-02-14 09:30:00,2024-02-14 11:23:00,Low,Application,Security_Team,0,1,113
2523,2024-01-08 10:51:00,2024-01-08 17:11:00,Medium,Application,App_Team,1,0,380
2524,2024-01-19 12:59:00,2024-01-19 23:51:00,Low,Access,App_Team,1,0,652
2525,2024-01-14 07:11:00,2024-01-14 07:23:00,Low,Access,Support_Team,0,1,12
2526,2024-03-18 02:29:00,2024-03-18 05:54:00,High,Network,Infra_Team,1,1,205
2527,2024-04-13 11:27:00,2024-04-13 13:17:00,Medium,Access,Infra_Team,1,0,110
2528,2024-01-10 12:38:00,2024-01-12 05:01:00,Low,Application,Infra_Team,1,1,2423
2529,2024-02-26 23:13:00,2024-02-27 18:14:00,Low,Application,Security_Team,1,0,1141
2530,2024-02-29 00:30:00,2024-02-29 08:04:00,High,Access,DB_Team,1,1,454
2531,2024-05-30 19:10:00,2024-05-30 23:26:00,Low,Application,Support_Team,0,0,256
2532,2024-05-05 14:51:00,2024-05-05 16:45:00,Medium,Access,Security_Team,1,1,114
2533,2024-01-25 05:21:00,2024-01-25 06:27:00,Low,Security,Support_Team,0,0,66
2534,2024-03-23 12:22:00,2024-03-25 12:10:00,Low,Application,Infra_Team,1,0,2868
2535,2024-01-15 22:44:00,2024-01-15 23:48:00,High,Application,Security_Team,1,0,64
2536,2024-01-24 07:44:00,2024-01-26 11:06:00,Low,Application,Infra_Team,1,1,3082
2537,2024-01-05 00:49:00,2024-01-05 01:15:00,Medium,Application,Infra_Team,0,0,26
2538,2024-01-10 17:06:00,2024-01-10 17:21:00,High,Network,Security_Team,1,0,15
2539,2024-01-06 08:30:00,2024-01-07 16:12:00,Low,Network,App_Team,1,0,1902
2540,2024-01-14 01:13:00,2024-01-14 23:25:00,Low,Security,Security_Team,1,0,1332
2541,2024-02-10 11:58:00,2024-02-10 19:21:00,Medium,Network,App_Team,1,0,443
2542,2024-01-10 15:28:00,2024-01-10 17:45:00,Low,Network,Infra_Team,0,0,137
2543,2024-04-12 11:06:00,2024-04-12 23:16:00,Low,Application,Security_Team,1,0,730
2544,2024-04-23 14:46:00,2024-04-23 20:09:00,Low,Application,App_Team,0,0,323
2545,2024-04-12 12:52:00,2024-04-13 22:20:00,Medium,Database,App_Team,1,0,2008
2546,2024-01-20 07:14:00,2024-01-20 17:23:00,Medium,Application,App_Team,1,0,609
2547,2024-03-14 13:56:00,2024-03-15 09:01:00,Low,Database,DB_Team,1,0,1145
2548,2024-06-19 13:20:00,2024-06-20 15:27:00,Low,Application,Security_Team,1,0,1567
2549,2024-03-19 06:42:00,2024-03-19 17:49:00,Low,Database,Infra_Team,1,0,667
2550,2024-04-14 21:51:00,2024-04-15 01:05:00,Medium,Security,Infra_Team,1,0,194
2551,2024-06-05 22:25:00,2024-06-05 22:36:00,High,Database,Security_Team,0,0,11
2552,2024-04-20 07:36:00,2024-04-21 08:24:00,Low,Application,App_Team,1,0,1488
2553,2024-06-02 04:55:00,2024-06-02 05:23:00,High,Application,Security_Team,1,0,28
2554,2024-03-08 16:53:00,2024-03-08 19:11:00,Medium,Application,Support_Team,1,0,138
2555,2024-02-09 05:37:00,2024-02-09 06:40:00,Medium,Network,Support_Team,1,2,63
2556,2024-02-09 05:47:00,2024-02-09 12:02:00,Low,Access,Security_Team,0,1,375
2557,2024-05-31 09:41:00,2024-05-31 09:42:00,High,Application,Security_Team,0,0,1
2558,2024-03-14 08:37:00,2024-03-14 13:55:00,Medium,Application,DB_Team,1,0,318
2559,2024-05-18 03:38:00,2024-05-18 12:23:00,Low,Security,Security_Team,0,0,525
2560,2024-05-05 15:43:00,2024-05-05 16:48:00,High,Network,App_Team,1,0,65
2561,2024-04-06 02:20:00,2024-04-06 09:20:00,Low,Network,DB_Team,0,0,420
2562,2024-06-22 02:17:00,2024-06-22 05:28:00,Low,Access,DB_Team,0,1,191
2563,2024-06-07 14:15:00,2024-06-07 15:40:00,Medium,Application,Support_Team,1,0,85
2564,2024-02-09 20:49:00,2024-02-10 08:41:00,Low,Application,DB_Team,1,1,712
2565,2024-03-23 16:14:00,2024-03-23 18:01:00,Medium,Application,Security_Team,1,1,107
2566,2024-01-12 21:54:00,2024-01-13 05:01:00,Low,Application,App_Team,0,0,427
2567,2024-02-05 18:51:00,2024-02-05 20:13:00,Medium,Network,Infra_Team,1,0,82
2568,2024-06-11 03:17:00,2024-06-11 05:56:00,Medium,Application,Infra_Team,1,1,159
2569,2024-02-15 04:36:00,2024-02-15 12:35:00,Low,Database,Security_Team,0,0,479
2570,2024-01-07 11:25:00,2024-01-07 16:23:00,High,Network,Infra_Team,1,1,298
2571,2024-05-14 08:44:00,2024-05-14 23:57:00,Low,Application,DB_Team,1,0,913
2572,2024-05-31 01:00:00,2024-05-31 09:08:00,Low,Access,Support_Team,0,0,488
2573,2024-02-06 02:01:00,2024-02-06 09:29:00,Low,Application,Security_Team,0,0,448
2574,2024-03-16 15:47:00,2024-03-17 06:33:00,Medium,Application,Security_Team,1,0,886
2575,2024-03-15 15:37:00,2024-03-17 04:07:00,Low,Application,App_Team,1,0,2190
2576,2024-01-03 09:17:00,2024-01-03 21:15:00,Low,Application,Security_Team,1,0,718
2577,2024-01-04 07:23:00,2024-01-04 07:39:00,High,Application,Infra_Team,1,0,16
2578,2024-03-09 23:34:00,2024-03-10 00:11:00,Medium,Application,Infra_Team,0,0,37
2579,2024-02-16 00:40:00,2024-02-16 04:13:00,Medium,Application,DB_Team,1,1,213
2580,2024-05-10 07:48:00,2024-05-10 08:52:00,Medium,Application,Support_Team,1,0,64
2581,2024-02-07 06:18:00,2024-02-07 11:31:00,High,Database,DB_Team,1,0,313
2582,2024-06-17 11:46:00,2024-06-17 18:16:00,Low,Application,Support_Team,0,0,390
2583,2024-06-20 18:32:00,2024-06-20 19:35:00,Low,Application,Infra_Team,0,1,63
2584,2024-06-16 00:35:00,2024-06-16 04:36:00,Low,Access,Support_Team,0,0,241
2585,2024-02-06 07:37:00,2024-02-06 08:18:00,Medium,Application,Support_Team,0,1,41
2586,2024-01-20 00:43:00,2024-01-20 13:14:00,Low,Access,Support_Team,1,0,751
2587,2024-06-08 19:36:00,2024-06-09 03:11:00,Medium,Database,App_Team,1,1,455
2588,2024-06-04 01:19:00,2024-06-04 12:45:00,Low,Access,DB_Team,1,1,686
2589,2024-05-12 10:23:00,2024-05-12 15:12:00,Low,Application,Security_Team,0,0,289
2590,2024-03-07 00:08:00,2024-03-08 02:40:00,Medium,Application,Security_Team,1,0,1592
2591,2024-05-09 00:37:00,2024-05-09 08:31:00,Medium,Application,Infra_Team,1,0,474
2592,2024-01-04 08:05:00,2024-01-04 10:56:00,Low,Application,App_Team,0,0,171
2593,2024-03-09 19:39:00,2024-03-09 23:36:00,Low,Application,Infra_Team,0,0,237
2594,2024-04-03 20:33:00,2024-04-03 23:45:00,Low,Network,Support_Team,0,0,192
2595,2024-03-28 16:18:00,2024-03-29 17:40:00,Low,Database,Support_Team,1,1,1522
2596,2024-03-23 05:28:00,2024-03-23 07:56:00,Medium,Application,Security_Team,1,0,148
2597,2024-04-21 06:33:00,2024-04-21 20:13:00,Low,Security,App_Team,1,1,820
2598,2024-06-22 09:29:00,2024-06-22 10:31:00,Medium,Access,App_Team,1,1,62
2599,2024-04-27 23:17:00,2024-04-27 23:33:00,Medium,Network,App_Team,0,0,16
2600,2024-04-25 10:19:00,2024-04-25 11:03:00,High,Application,App_Team,1,0,44
2601,2024-04-09 09:11:00,2024-04-10 02:48:00,Low,Application,Security_Team,1,1,1057
2602,2024-01-31 12:55:00,2024-02-01 06:33:00,Medium,Application,DB_Team,1,0,1058
2603,2024-03-22 21:23:00,2024-03-23 15:06:00,Low,Application,Support_Team,1,0,1063
2604,2024-05-30 03:34:00,2024-05-30 17:14:00,Medium,Database,App_Team,1,1,820
2605,2024-05-14 19:04:00,2024-05-15 11:36:00,Medium,Application,App_Team,1,1,992
2606,2024-06-08 23:42:00,2024-06-09 02:23:00,Low,Application,Support_Team,0,1,161
2607,2024-03-01 23:44:00,2024-03-02 03:49:00,Low,Application,App_Team,0,1,245
2608,2024-01-09 05:58:00,2024-01-09 06:56:00,Medium,Application,DB_Team,0,0,58
2609,2024-02-09 08:58:00,2024-02-09 19:15:00,Low,Application,Infra_Team,1,0,617
2610,2024-05-08 13:57:00,2024-05-08 13:59:00,High,Application,Security_Team,0,1,2
2611,2024-04-06 21:10:00,2024-04-06 22:05:00,Medium,Database,Infra_Team,0,0,55
2612,2024-05-09 11:03:00,2024-05-09 21:05:00,Low,Application,Infra_Team,1,1,602
2613,2024-04-29 03:53:00,2024-04-30 00:38:00,Low,Application,Security_Team,1,0,1245
2614,2024-05-03 01:51:00,2024-05-03 06:32:00,Medium,Database,Infra_Team,1,0,281
2615,2024-01-26 16:05:00,2024-01-26 17:27:00,High,Security,Security_Team,1,0,82
2616,2024-01-29 07:49:00,2024-01-29 10:07:00,High,Application,Security_Team,1,0,138
2617,2024-02-16 03:35:00,2024-02-16 20:58:00,Low,Application,DB_Team,1,0,1043
2618,2024-06-16 15:04:00,2024-06-16 16:02:00,Medium,Access,Infra_Team,0,0,58
2619,2024-03-03 18:12:00,2024-03-03 18:34:00,High,Security,Infra_Team,1,1,22
2620,2024-06-12 18:59:00,2024-06-12 21:02:00,Low,Application,DB_Team,0,1,123
2621,2024-06-10 11:21:00,2024-06-10 12:15:00,Low,Application,DB_Team,0,0,54
2622,2024-02-06 14:07:00,2024-02-06 15:52:00,Medium,Database,Infra_Team,1,1,105
2623,2024-01-19 02:07:00,2024-01-21 00:26:00,Low,Database,Infra_Team,1,0,2779
2624,2024-05-08 22:03:00,2024-05-09 05:19:00,Low,Security,Support_Team,0,1,436
2625,2024-03-19 11:13:00,2024-03-19 15:58:00,Medium,Application,DB_Team,1,0,285
2626,2024-02-20 23:56:00,2024-02-21 00:07:00,High,Application,App_Team,0,0,11
2627,2024-05-31 14:54:00,2024-06-01 13:55:00,Low,Security,Security_Team,1,1,1381
2628,2024-05-27 17:49:00,2024-05-27 18:57:00,Low,Database,Security_Team,0,0,68
2629,2024-02-01 03:37:00,2024-02-02 04:32:00,Low,Database,Infra_Team,1,0,1495
2630,2024-03-12 05:20:00,2024-03-12 20:36:00,Low,Application,App_Team,1,0,916
2631,2024-02-10 14:29:00,2024-02-11 02:11:00,Low,Application,DB_Team,1,0,702
2632,2024-01-19 09:40:00,2024-01-20 04:19:00,Low,Application,DB_Team,1,0,1119
2633,2024-01-16 16:20:00,2024-01-16 22:26:00,Medium,Application,DB_Team,1,0,366
2634,2024-02-07 23:37:00,2024-02-08 02:07:00,High,Application,Security_Team,1,1,150
2635,2024-03-05 17:40:00,2024-03-05 21:41:00,High,Database,Infra_Team,1,0,241
2636,2024-04-26 08:42:00,2024-04-26 10:19:00,Low,Security,DB_Team,0,0,97
2637,2024-05-08 03:55:00,2024-05-08 06:01:00,Low,Application,DB_Team,0,0,126
2638,2024-01-29 20:06:00,2024-01-30 13:10:00,Low,Database,Security_Team,1,0,1024
2639,2024-04-03 03:25:00,2024-04-03 11:52:00,Low,Application,Support_Team,0,2,507
2640,2024-05-14 16:46:00,2024-05-15 10:46:00,Medium,Database,Infra_Team,1,0,1080
2641,2024-03-14 06:30:00,2024-03-14 12:30:00,Low,Application,Security_Team,0,1,360
2642,2024-05-03 15:56:00,2024-05-03 23:35:00,Low,Database,Security_Team,0,0,459
2643,2024-05-29 08:43:00,2024-05-30 07:13:00,Low,Application,DB_Team,1,1,1350
2644,2024-05-11 03:43:00,2024-05-11 06:08:00,Medium,Security,DB_Team,1,0,145
2645,2024-01-24 18:40:00,2024-01-24 20:22:00,High,Security,Infra_Team,1,0,102
2646,2024-03-30 22:31:00,2024-03-31 07:59:00,Medium,Application,Infra_Team,1,0,568
2647,2024-05-21 02:29:00,2024-05-21 07:21:00,Low,Security,Infra_Team,0,0,292
2648,2024-01-09 03:48:00,2024-01-09 05:26:00,Medium,Security,Security_Team,1,1,98
2649,2024-04-01 09:26:00,2024-04-01 11:39:00,Low,Access,Security_Team,0,0,133
2650,2024-03-18 13:08:00,2024-03-18 15:20:00,Medium,Application,Security_Team,1,0,132
2651,2024-04-07 06:34:00,2024-04-07 08:54:00,Medium,Application,Infra_Team,1,0,140
2652,2024-01-10 10:46:00,2024-01-10 15:34:00,Medium,Application,App_Team,1,0,288
2653,2024-02-22 14:23:00,2024-02-22 21:29:00,Low,Database,Support_Team,0,1,426
2654,2024-06-09 16:58:00,2024-06-09 18:45:00,Medium,Application,App_Team,1,0,107
2655,2024-02-19 08:29:00,2024-02-19 15:49:00,Low,Database,DB_Team,0,1,440
2656,2024-05-10 22:18:00,2024-05-11 13:07:00,Low,Application,DB_Team,1,0,889
